dom,samp,diff1,diff2,diff3
1,1,-235.368299976996,4.01317000230044,-2.79031515988038
1,2,19.8955026455033,-6.46578099838969,3.43271221532091
1,3,112.655682079595,-5.05699332873246,3.32890499194847
1,4,-275.565102369451,2.54566367609846,-0.584080975385326
1,5,-41.9064297216464,-1.12548884288015,-2.59242005981137
1,6,288.999712445365,-8.56993328732459,0.19783758914194
1,7,-72.4990798251665,1.13578329882678,-2.03197607545434
1,8,-97.8218886588447,4.56912813434553,-3.86657464918335
1,9,141.652634000459,-1.30871865654474,-0.0403151598803788
1,10,40.8470209339766,1.06636760984588,-1.57303887738671
1,11,-25.9737750172535,1.34362778927996,-1.22170462387854
1,12,90.9181619507699,1.61191626409018,1.54991948470209
1,13,-179.279848171153,5.54968944099379,-4.74873475960433
1,14,-61.4695192086501,-0.152116402116398,1.70542903151598
1,15,-142.535254198297,-3.60150678628939,-0.790200138026229
1,16,-39.0388773867035,2.20945479641132,-2.21106510236945
1,17,-109.829825166782,-6.66781688520819,-1.58620887968714
1,18,100.464113181504,5.6743156199678,-5.98821025994939
1,19,-43.4170692431562,7.69714745801702,1.58655394524959
1,20,102.812456866804,-3.00276052449966,-1.16425120772947
1,21,-125.728720956981,0.660455486542446,-1.82275132275132
1,22,156.253853232113,1.60328962502876,-2.40062111801242
1,23,166.318380492294,-1.04612376351506,1.42057740970784
1,24,-61.7126178974004,2.11191626409018,-2.880664826317
1,25,92.9729123533471,-1.76667816885208,3.33827927306188
1,26,-64.8270071313555,0.662008281573499,-4.18662295836209
1,27,23.7382677708756,1.70514147688061,-0.795376121463079
1,28,37.0131124913732,-5.63060731538992,2.28680699332873
1,29,73.0106395215089,-8.35035656774787,3.98366689671037
1,30,9.45933977455661,8.36433172302738,-4.21560846560847
1,31,-68.4425465838503,1.90131124913734,-4.28306878306879
1,32,105.154359328272,1.70640671727629,-0.554405337014032
1,33,-125.459339774557,-1.3592132505176,2.13434552564987
1,34,122.632620197837,3.47463768115942,-0.241258339084432
1,35,-28.9880952380954,-4.29566367609846,-0.79083275822407
1,36,36.942028985507,1.09730848861284,1.8984932137106
1,37,131.424545663676,3.17224522659306,2.03105590062111
1,38,97.5502070393377,0.389521509086727,1.99045318610536
1,39,69.5477915804004,-0.045261099608922,2.59080975385323
1,40,18.7538532321132,2.66160570508397,-2.77800782148608
1,41,-23.8956751782844,-7.62330342765125,3.67506326201978
1,42,46.6959972394752,-6.33684149988498,1.81924315619968
1,43,-146.359098228663,0.0413503565677473,-2.98711755233495
1,44,60.5920749942479,-5.66735679779158,-3.26782838739361
1,45,74.6648263170009,-1.68478260869565,2.11433172302737
1,46,-7.89487002530495,3.92034736599954,2.00598113641592
1,47,-214.146825396826,-4.31055900621118,0.559178743961354
1,48,181.595698182654,1.76006441223833,-0.305613066482636
