dom,samp,diff1,diff2,diff3
1,1,-42.3502415458943,-1.93188405797101,-7.84444444444445
1,2,-304.073429951691,-2.72173913043478,5.57101449275363
1,3,310.69806763285,-11.6579710144928,7.37149758454106
1,4,-68.5772946859906,-8.05748792270531,14.6830917874396
1,5,-82.8917874396129,16.236231884058,-3.08599033816425
1,6,162.585990338164,-3.37391304347825,6.09275362318841
1,7,29.2159420289854,15.2444444444444,-0.303381642512079
1,8,-628.623188405797,-23.3314009661836,2.86231884057971
1,9,-88.9458937198069,2.29661835748792,-4.04927536231884
1,10,-1.70386473429971,-11.2734299516908,1.23864734299516
1,11,-182.912560386473,-8.85893719806763,1.34685990338163
1,12,-406.276811594204,-14.6763285024155,2.63140096618358
1,13,-107.353623188405,-2.6304347826087,1.27101449275362
1,14,-435.823671497585,-14.1840579710145,-1.34299516908213
1,15,-390.504830917875,-5.57729468599034,8.51932367149758
1,16,-463.19420289855,15.8618357487923,-3.45217391304348
1,17,926.971497584541,-27.2826086956522,12.7159420289855
1,18,259.412077294686,2.24541062801932,-8.14782608695653
1,19,-101.626086956521,16.9917874396135,-5.85990338164251
1,20,-402.572463768116,-10.9647342995169,2.62512077294686
1,21,-579.806280193236,21.9700483091787,2.64879227053139
1,22,488.79420289855,-15.7888888888889,4.28550724637681
1,23,-86.5483091787446,-6.04444444444444,-1.91980676328502
1,24,51.224637681159,-8.61159420289855,1.85893719806763
1,25,-21.847826086957,16.6289855072464,0.432367149758456
1,26,106.552657004831,5.67777777777778,0.287439613526566
1,27,-237.961835748793,1.81256038647344,-2.18888888888889
1,28,348.9038647343,-8.68115942028985,3.5719806763285
1,29,-155.012560386474,6.21111111111112,-0.177294685990347
1,30,-404.138647342995,-3.8695652173913,3.40483091787439
1,31,186.484541062802,11.631884057971,-4.17632850241546
1,32,-107.028985507247,-18.1966183574879,-4.17391304347827
1,33,-214.223188405797,-4.48937198067632,-6.06521739130435
1,34,-54.6048309178741,-5.43429951690821,-0.636714975845408
1,35,-47.9106280193237,-1.5671497584541,0.670531400966176
1,36,-586.971497584542,-5.08357487922705,-1.02657004830918
1,37,-388.004347826087,12.4289855072464,-3.05265700483092
1,38,14.4690821256045,-9.55893719806763,15.7797101449275
1,39,446.088888888889,-4.25845410628019,6.68743961352656
1,40,-480.509178743961,-21.3768115942029,2.77149758454107
1,41,523.026570048309,2.57729468599034,-1.07246376811595
1,42,381.309178743961,-5.83478260869565,1.30579710144927
1,43,-279.872463768117,-4.35217391304347,10.095652173913
1,44,-87.5966183574883,-4.48212560386473,12.2086956521739
1,45,69.1826086956526,-5.45845410628019,6.2256038647343
1,46,-376.52270531401,10.9106280193237,-6.22463768115942
1,47,-271.353623188405,9.22125603864734,-9.22222222222222
1,48,-49.1144927536234,1.63188405797101,-8.76811594202898
1,49,298.393236714976,11.2396135265701,-2.49371980676329
1,50,-17.5840579710139,-14.2565217391304,3.87487922705314
