dom,samp,diff1,diff2,diff3
1,1,-295.965090867265,2.92715665976535,-0.375408327582242
1,2,34.3106395215082,-0.0437428111341092,0.611893259719345
1,3,-2.36971474580241,-8.00976535541753,5.34621578099839
1,4,-147.499436392915,-2.52421210029905,2.61721877156659
1,5,-94.3663216011046,9.46825396825397,-2.63922245226593
1,6,-186.188325281804,-1.43478260869565,0.291821946169769
1,7,47.7853807223373,1.0446284794111,-2.22520128824477
1,8,117.176478030826,0.48367839889579,-2.09883827927307
1,9,78.0451115711985,1.85181734529561,-1.16288244766506
1,10,5.51282493673807,2.6635150678629,0.206096158270064
1,11,50.1357142857141,-3.94181044398435,-0.178467908902697
1,12,68.8065677478726,8.17374051069704,-3.42731769036117
1,13,-68.3604554865424,0.509408787669663,-1.37720266850702
1,14,145.162548884288,-0.396675868414995,0.819956291695419
1,15,-73.9077984817113,0.0457786979526134,-1.15965033356338
1,16,4.97371750632556,2.71002990568208,-0.40146077754774
1,17,43.5772601794333,-0.771923165401418,0.35189786059351
1,18,39.1104324821717,0.365539452495973,-3.07321141016793
1,19,35.4384403036574,-2.10104669887278,-3.41513687600644
1,20,58.9232919254655,-1.78326432022084,-3.17410858063032
1,21,-90.8193926846097,-2.69344375431331,-2.04484702093398
1,22,-114.088118242466,8.97811134115482,0.976052449965486
1,23,45.4188520818952,0.771624108580632,0.889199447895102
1,24,-174.896031746031,-1.55209339774557,-0.475396825396828
1,25,211.493857832988,1.65391074304118,-0.655129974695193
1,26,164.680124223602,4.03512767425811,-0.761111111111113
1,27,45.6631239935587,4.17913503565678,-3.89444444444445
1,28,-77.0528410397974,-7.70097768576029,3.05764895330112
1,29,-262.963595583161,-7.47798481711525,0.751472279733143
1,30,274.041741430871,-3.32004830917874,0.894536461927764
1,31,-43.1417414308717,-5.80730388773867,1.04209799861974
1,32,17.9622498274675,0.0625833908442672,3.56376811594203
1,33,-350.356740280653,2.503324131585,-1.14928686450425
1,34,-89.5056245686683,-6.74360478490913,3.93161950770646
1,35,-59.185139176444,-3.50856912813434,-2.23962502875547
1,36,-448.818242466068,6.55221992178514,-0.353726708074539
1,37,110.849091327352,-7.85815504945939,2.30938578329882
1,38,-56.8939613526572,-3.83205659075224,0.496756383712906
1,39,-343.581999079825,0.573303427651254,-2.69153439153439
1,40,-13.5933977455716,-0.433666896710371,0.466471129514602
1,41,9.65749942489037,2.67815734989648,-0.961122613296531
1,42,-31.8707154359336,-0.723176903611687,-1.79925235794801
1,43,-126.986991028296,-6.53363239015412,1.94820565907522
1,44,-216.494340924776,-0.106188175753388,-1.01558546123764
